Prompt,Response
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7542

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** Xeon D

**Max RAM Speed:** 3200MHz

**Memory Type:** DDR4

**CPU Mark:** 56728

**CPU Value:** N/A

**Thread Mark:** 2207

**Thread Value:** N/A

**TDP:** 225

**Power Performance:** 252.13

**Cores:** 32
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7543

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** Xeon E5 v2/v3, Xeon E7 v2/v3, EPYC 7000

**Max RAM Speed:** 3200 MT/s

**Memory Type:** DDR4

**CPU Mark:** 56562

**CPU Value:** N/A

**Thread Mark:** 2563

**Thread Value:** N/A

**TDP:** 240

**Power Performance:** 235.68

**Cores:** 32
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7532

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** x86 (Rome)

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4-3200

**CPU Mark:** 55358

**CPU Value:** N/A

**Thread Mark:** 2137

**Thread Value:** N/A

**TDP:** 200

**Power Performance:** 276.79

**Cores:** 32
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD Ryzen Threadripper 3960X

**Company:** AMD

**Socket:** sTRX4

**Supported Chipsets:** ASRock X570 Taichi

**Max RAM Speed:** DDR4-3200

**Memory Type:** 

**CPU Mark:** 54757

**CPU Value:** N/A

**Thread Mark:** 2678

**Thread Value:** N/A

**TDP:** 280

**Power Performance:** 195.56

**Cores:** 24
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Platinum 8358 @ 2.60GHz

**Company:** Intel

**Socket:** FCLGA4189

**Supported Chipsets:** Intel C621

**Max RAM Speed:** DDR4-3200, DDR5-4800

**Memory Type:** 

**CPU Mark:** 54416

**CPU Value:** N/A

**Thread Mark:** 2382

**Thread Value:** N/A

**TDP:** 250

**Power Performance:** 217.67

**Cores:** 32
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7453

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** Rome (TRX40)

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**CPU Mark:** 53511

**CPU Value:** N/A

**Thread Mark:** 2580

**Thread Value:** N/A

**TDP:** 225

**Power Performance:** 237.83

**Cores:** 28
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Gold 6348 @ 2.60GHz

**Company:** Intel

**Socket:** FCLGA4189

**Supported Chipsets:** Intel C621 series

**Max RAM Speed:** DDR4-2933

**Memory Type:** DDR4

**CPU Mark:** 53112

**CPU Value:** N/A

**Thread Mark:** 2455

**Thread Value:** N/A

**TDP:** 235

**Power Performance:** 226.01

**Cores:** 28
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Platinum 8375C @ 2.90GHz

**Company:** Intel

**Socket:** FCLGA4189

**Supported Chipsets:** LGA 4189

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**CPU Mark:** 51836

**CPU Value:** N/A

**Thread Mark:** 2439

**Thread Value:** N/A

**TDP:** 300

**Power Performance:** 172.79

**Cores:** 32
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD Ryzen Threadripper PRO 5955WX

**Company:** AMD

**Socket:** sWRX8

**Supported Chipsets:** TRX40

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4-3200, DDR5-4800

**CPU Mark:** 51656

**CPU Value:** N/A

**Thread Mark:** 3346

**Thread Value:** N/A

**TDP:** 280

**Power Performance:** 184.48

**Cores:** 16
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7402

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** Rome

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4-3200

**CPU Mark:** 51368

**CPU Value:** N/A

**Thread Mark:** 2081

**Thread Value:** N/A

**TDP:** 180

**Power Performance:** 285.38

**Cores:** 24
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Platinum 8347C @ 2.10GHz

**Company:** Intel

**Socket:** LGA4189

**Supported Chipsets:** 

**Max RAM Speed:** DDR4-2933

**Memory Type:** DDR4

**CPU Mark:** 49386

**CPU Value:** N/A

**Thread Mark:** 2445

**Thread Value:** N/A

**TDP:** 210

**Power Performance:** 235.17

**Cores:** 36
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7502

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** AMD EPYC 7000 Series Chipset

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4

**CPU Mark:** 49177

**CPU Value:** N/A

**Thread Mark:** 1843

**Thread Value:** N/A

**TDP:** 180

**Power Performance:** 273.21

**Cores:** 32
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7502P

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** Xeon E31000 Series, Xeon E32000 Series

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4

**CPU Mark:** 48995

**CPU Value:** N/A

**Thread Mark:** 1894

**Thread Value:** N/A

**TDP:** 180

**Power Performance:** 272.19

**Cores:** 32
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Gold 6342 @ 2.80GHz

**Company:** Intel

**Socket:** FCLGA4189

**Supported Chipsets:** C621

**Max RAM Speed:** DDR4-2933

**Memory Type:** DDR4

**CPU Mark:** 48330

**CPU Value:** N/A

**Thread Mark:** 2453

**Thread Value:** N/A

**TDP:** 230

**Power Performance:** 210.13

**Cores:** 24
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7413

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** Xeon E5 v4/Xeon D-1500 series

**Max RAM Speed:** 3200 MT/s

**Memory Type:** DDR4

**CPU Mark:** 46295

**CPU Value:** N/A

**Thread Mark:** 1983

**Thread Value:** N/A

**TDP:** 180

**Power Performance:** 257.2

**Cores:** 24
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD Ryzen 9 5950X

**Company:** AMD

**Socket:** AM4

**Supported Chipsets:** X570, B550, A520

**Max RAM Speed:** 3200MHz

**Memory Type:** DDR4

**CPU Mark:** 46195

**CPU Value:** N/A

**Thread Mark:** 3498

**Thread Value:** N/A

**TDP:** 105

**Power Performance:** 439.96

**Cores:** 16
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 73F3

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** x86-64

**Max RAM Speed:** 3200

**Memory Type:** DDR4

**CPU Mark:** 46085

**CPU Value:** N/A

**Thread Mark:** 2878

**Thread Value:** N/A

**TDP:** 240

**Power Performance:** 192.02

**Cores:** 16
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7343

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** c621, c632, xh110

**Max RAM Speed:** 3200MHz

**Memory Type:** DDR4-3200

**CPU Mark:** 45882

**CPU Value:** N/A

**Thread Mark:** 2947

**Thread Value:** N/A

**TDP:** 190

**Power Performance:** 241.48

**Cores:** 16
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7713P

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** Rome (AMD Xeon E7/P series)

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4

**CPU Mark:** 45860

**CPU Value:** N/A

**Thread Mark:** 2736

**Thread Value:** N/A

**TDP:** 225

**Power Performance:** 203.82

**Cores:** 64
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Gold 6336Y @ 2.40GHz

**Company:** Intel

**Socket:** FCLGA4189

**Supported Chipsets:** C621

**Max RAM Speed:** DDR4-3200, DDR5-4800

**Memory Type:** DDR4

**CPU Mark:** 45517

**CPU Value:** N/A

**Thread Mark:** 2522

**Thread Value:** N/A

**TDP:** 185

**Power Performance:** 246.04

**Cores:** 24
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Gold 6312U @ 2.40GHz

**Company:** Intel

**Socket:** FCLGA4189

**Supported Chipsets:** Intel C621

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**CPU Mark:** 43745

**CPU Value:** N/A

**Thread Mark:** 2383

**Thread Value:** N/A

**TDP:** 185

**Power Performance:** 236.46

**Cores:** 24
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Gold 6330 @ 2.00GHz

**Company:** Intel

**Socket:** FCLGA4189

**Supported Chipsets:** W480-LSR (LGA 4189)

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**CPU Mark:** 43056

**CPU Value:** N/A

**Thread Mark:** 2034

**Thread Value:** N/A

**TDP:** 205

**Power Performance:** 210.03

**Cores:** 28
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7601

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** x86-64

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4

**CPU Mark:** 42244

**CPU Value:** N/A

**Thread Mark:** 1941

**Thread Value:** N/A

**TDP:** 180

**Power Performance:** 234.69

**Cores:** 32
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7452

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** TRX40

**Max RAM Speed:** 3200 MT/s

**Memory Type:** DDR4

**CPU Mark:** 41871

**CPU Value:** N/A

**Thread Mark:** 1689

**Thread Value:** N/A

**TDP:** 155

**Power Performance:** 270.14

**Cores:** 32
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7402P

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** Xeon E3-1200 v6 Series and Xeon E5-2600 v4 Series

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**CPU Mark:** 41741

**CPU Value:** N/A

**Thread Mark:** 1970

**Thread Value:** N/A

**TDP:** 180

**Power Performance:** 231.9

**Cores:** 24
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Gold 6354 @ 3.00GHz

**Company:** Intel

**Socket:** FCLGA4189

**Supported Chipsets:** Intel C621

**Max RAM Speed:** DDR4-2933

**Memory Type:** DDR4

**CPU Mark:** 41434

**CPU Value:** N/A

**Thread Mark:** 2406

**Thread Value:** N/A

**TDP:** 205

**Power Performance:** 202.12

**Cores:** 18
"
I need a CPU of Apple - low power range,"**CPU Name:** Apple M1 Ultra 20 Core

**Company:** Apple

**Socket:** unknown

**Supported Chipsets:** 

**Max RAM Speed:** DDR4-3200 (based on Apple's documentation)

**Memory Type:** LPDDR4X

**CPU Mark:** 41360

**CPU Value:** N/A

**Thread Mark:** 3900

**Thread Value:** N/A

**TDP:** 60

**Power Performance:** 689.34

**Cores:** 16
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7F52

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** x86-64

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**CPU Mark:** 40951

**CPU Value:** N/A

**Thread Mark:** 2446

**Thread Value:** N/A

**TDP:** 240

**Power Performance:** 170.63

**Cores:** 16
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7313P

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** Xeon E3100 series

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4

**CPU Mark:** 40879

**CPU Value:** N/A

**Thread Mark:** 2608

**Thread Value:** N/A

**TDP:** 155

**Power Performance:** 263.74

**Cores:** 16
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Platinum 8275CL @ 3.00GHz

**Company:** Intel

**Socket:** unknown

**Supported Chipsets:** C621, C632, C652

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**CPU Mark:** 40794

**CPU Value:** N/A

**Thread Mark:** 2386

**Thread Value:** N/A

**TDP:** 150W

**Power Performance:** 2.53

**Cores:** 24
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon W-3275M @ 2.50GHz

**Company:** Intel

**Socket:** FCLGA3647

**Supported Chipsets:** LGA3647 (Ultra Path Architecture)

**Max RAM Speed:** DDR4-2933

**Memory Type:** 

**CPU Mark:** 40767

**CPU Value:** N/A

**Thread Mark:** 2725

**Thread Value:** N/A

**TDP:** 205

**Power Performance:** 198.86

**Cores:** 28
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7313

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** Xeon E5 v2/v3 and SP3-based EPYC

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4 ECC UDIMM/LRDIMM

**CPU Mark:** 40575

**CPU Value:** N/A

**Thread Mark:** 2610

**Thread Value:** N/A

**TDP:** 155

**Power Performance:** 261.77

**Cores:** 16
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD EPYC 7352

**Company:** AMD

**Socket:** SP3

**Supported Chipsets:** Xeon E7/4400 series

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**CPU Mark:** 40472

**CPU Value:** N/A

**Thread Mark:** 1995

**Thread Value:** N/A

**TDP:** 155

**Power Performance:** 261.11

**Cores:** 24
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD Ryzen Threadripper PRO 3955WX

**Company:** AMD

**Socket:** sWRX8

**Supported Chipsets:** X399

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**CPU Mark:** 40225

**CPU Value:** N/A

**Thread Mark:** 2696

**Thread Value:** N/A

**TDP:** 280

**Power Performance:** 143.66

**Cores:** 16
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon W-3265M @ 2.70GHz

**Company:** Intel

**Socket:** FCLGA3647

**Supported Chipsets:** LGA3647

**Max RAM Speed:** DDR4-2933

**Memory Type:** DDR4

**CPU Mark:** 39620

**CPU Value:** N/A

**Thread Mark:** 2718

**Thread Value:** N/A

**TDP:** 205

**Power Performance:** 193.27

**Cores:** 24
"
I need a CPU of AMD - low power range,"**CPU Name:** AMD Ryzen 9 3950X

**Company:** AMD

**Socket:** AM4

**Supported Chipsets:** X570, B550, A520

**Max RAM Speed:** 3200 MHz (OC), 2933 MHz (unlocked)

**Memory Type:** DDR4, DDR5 (with BIOS update)

**CPU Mark:** 39157

**CPU Value:** N/A

**Thread Mark:** 2738

**Thread Value:** N/A

**TDP:** 105

**Power Performance:** 372.92

**Cores:** 16
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon W-3335 @ 3.40GHz

**Company:** Intel

**Socket:** FCLGA4189

**Supported Chipsets:** LGA 4189

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4, DDR5

**CPU Mark:** 38944

**CPU Value:** N/A

**Thread Mark:** 2556

**Thread Value:** N/A

**TDP:** 250

**Power Performance:** 155.78

**Cores:** 16
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Gold 6248R @ 3.00GHz

**Company:** Intel

**Socket:** FCLGA3647

**Supported Chipsets:** Intel C621

**Max RAM Speed:** DDR4-2933

**Memory Type:** DDR4

**CPU Mark:** 38604

**CPU Value:** N/A

**Thread Mark:** 2296

**Thread Value:** N/A

**TDP:** 205

**Power Performance:** 188.31

**Cores:** 24
"
I need a CPU of ARM - low power range,"**CPU Name:** ARM Neoverse-N1 80 Core 3000 MHz

**Company:** ARM

**Socket:** unknown

**Supported Chipsets:** 

**Max RAM Speed:** DDR4-3200

**Memory Type:** LPDDR4

**CPU Mark:** 38122

**CPU Value:** N/A

**Thread Mark:** 1329

**Thread Value:** N/A

**TDP:** 80W (estimated, as the actual TDP might vary depending on the specific implementation)

**Power Performance:** 3.4 GFLOPS/W (estimated, based on similar ARM-based CPUs)

**Cores:** 80
"
I need a CPU of ARM - low power range,"**CPU Name:** ARM Neoverse-N1 80 Core 0 MHz

**Company:** ARM

**Socket:** unknown

**Supported Chipsets:** 

**Max RAM Speed:** 

**Memory Type:** 

**CPU Mark:** 37809

**CPU Value:** N/A

**Thread Mark:** 1311

**Thread Value:** N/A

**TDP:** 

**Power Performance:** 

**Cores:** 80
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Gold 6346 @ 3.10GHz

**Company:** Intel

**Socket:** FCLGA4189

**Supported Chipsets:** LGA 4189

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**CPU Mark:** 37606

**CPU Value:** N/A

**Thread Mark:** 2455

**Thread Value:** N/A

**TDP:** 205

**Power Performance:** 183.44

**Cores:** 16
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Platinum 8280 @ 2.70GHz

**Company:** Intel

**Socket:** FCLGA3647

**Supported Chipsets:** Purley

**Max RAM Speed:** DDR4-2933

**Memory Type:** DDR4

**CPU Mark:** 37575

**CPU Value:** N/A

**Thread Mark:** 2011

**Thread Value:** N/A

**TDP:** 205

**Power Performance:** 183.29

**Cores:** 28
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Gold 6238R @ 2.20GHz

**Company:** Intel

**Socket:** FCLGA3647

**Supported Chipsets:** Intel C621-F

**Max RAM Speed:** DDR4-2933

**Memory Type:** DDR4 ECC

**CPU Mark:** 37511

**CPU Value:** N/A

**Thread Mark:** 2362

**Thread Value:** N/A

**TDP:** 165

**Power Performance:** 227.34

**Cores:** 28
"
I need a CPU of Intel - low power range,"**CPU Name:** Intel Xeon Silver 4316 @ 2.30GHz

**Company:** Intel

**Socket:** FCLGA4189

**Supported Chipsets:** Intel C621

**Max RAM Speed:** DDR4-2933

**Memory Type:** DDR4

**CPU Mark:** 37264

**CPU Value:** N/A

**Thread Mark:** 2380

**Thread Value:** N/A

**TDP:** 150

**Power Performance:** 248.43

**Cores:** 20
"
