Prompt,Response
I need 16GB RAM with 16000 speed - mid range,"**Model:** A-DATA Technology AX5U6000C4016G-B 16GB

**Type:** DDR5

**Speed:** 16000

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** x1
"
I need 16GB RAM with 15700 speed - mid range,"**Model:** Corsair CMK32GX5M2B5600C36 16GB

**Type:** DDR5

**Speed:** 15700

**Capacity (GB):** 16

**Form Factor:** UDIM (Unbuffered Dual In-Line Memory Module)

**DRAM Configuration:** XMP 1.3
"
I need 16GB RAM with 15850 speed - mid range,"**Model:** G Skill Intl F5-6000U4040E16G 16GB

**Type:** DDR5

**Speed:** 15850

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 15750 speed - low range,"**Model:** Kingston KF556C40-8 8GB

**Type:** DDR5

**Speed:** 15750

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Unbuffered
"
I need 16GB RAM with 15350 speed - mid range,"**Model:** G Skill Intl F5-6000J3636F16G 16GB

**Type:** DDR5

**Speed:** 15350

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 32GB RAM with 15000 speed - high range,"**Model:** Corsair CMK64GX5M2B5200C40 32GB

**Type:** DDR5

**Speed:** 15000

**Capacity (GB):** 32

**Form Factor:** Quad Inline (QIC)

**DRAM Configuration:** x16
"
I need 8GB RAM with 15750 speed - low range,"**Model:** A-DATA Technology AD5U48008G-B 8GB

**Type:** DDR5

**Speed:** 15750

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Single Rank x16
"
I need 16GB RAM with 15100 speed - mid range,"**Model:** G Skill Intl F5-6000J4040F16G 16GB

**Type:** DDR5

**Speed:** 15100

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 15300 speed - mid range,"**Model:** Kingston KF548C38-16 16GB

**Type:** DDR5

**Speed:** 15300

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** x1
"
I need 16GB RAM with 14850 speed - mid range,"**Model:** Corsair CMT32GX5M2X5600C36 16GB

**Type:** DDR5

**Speed:** 14850

**Capacity (GB):** 16

**Form Factor:** UDIM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 15000 speed - mid range,"**Model:** Kingston KF556C40-16 16GB

**Type:** DDR5

**Speed:** 15000

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual In-Line Memory Module
"
I need 16GB RAM with 14950 speed - mid range,"**Model:** Kingston KF552C40-16 16GB

**Type:** DDR5

**Speed:** 14950

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Single Rank x8
"
I need 16GB RAM with 14350 speed - mid range,"**Model:** Golden Empire CL34-38-38 D5-5200 16GB

**Type:** DDR5

**Speed:** 14350

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Single Rank
"
I need 32GB RAM with 14200 speed - high range,"**Model:** Crucial Technology CT32G48C40U5.M16A1 32GB

**Type:** DDR5

**Speed:** 14200

**Capacity (GB):** 32

**Form Factor:** SO-DIMM

**DRAM Configuration:** 2Rx8
"
I need 16GB RAM with 14650 speed - mid range,"**Model:** A-DATA Technology AX5U5200C3816G-B 16GB

**Type:** DDR5

**Speed:** 14650

**Capacity (GB):** 16

**Form Factor:** UDIMM

**DRAM Configuration:** 
"
I need 16GB RAM with 14450 speed - mid range,"**Model:** Corsair CMK32GX5M2B5200C40 16GB

**Type:** DDR5

**Speed:** 14450

**Capacity (GB):** 16

**Form Factor:** Dual Inline Memory Module (DIMM)

**DRAM Configuration:** XMP 2.0
"
I need 16GB RAM with 14050 speed - mid range,"**Model:** G Skill Intl F5-5600J4040C16G 16GB

**Type:** DDR5

**Speed:** 14050

**Capacity (GB):** 16

**Form Factor:** UDIM

**DRAM Configuration:** Single Rank
"
I need 16GB RAM with 14250 speed - mid range,"**Model:** Corsair CMT32GX5M2B5200C38 16GB

**Type:** DDR5

**Speed:** 14250

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 13650 speed - mid range,"**Model:** G Skill Intl F5-5600U3636C16G 16GB

**Type:** DDR5

**Speed:** 13650

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 13850 speed - mid range,"**Model:** Corsair CMT32GX5M2B5200C40 16GB

**Type:** DDR5

**Speed:** 13850

**Capacity (GB):** 16

**Form Factor:** UDIM

**DRAM Configuration:** Single Rank x4
"
I need 16GB RAM with 13650 speed - mid range,"**Model:** Corsair CMK32GX5M2A4800C40 16GB

**Type:** DDR5

**Speed:** 13650

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 13950 speed - mid range,"**Model:** Crucial Technology CT16G48C40U5.M8A1 16GB

**Type:** DDR5

**Speed:** 13950

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Unbuffered, Single Voltage
"
I need 16GB RAM with 13400 speed - mid range,"**Model:** GIGA - BYTE Technology Co Ltd GP-ARS32G52D5 16GB

**Type:** DDR5

**Speed:** 13400

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** DIMM x 2
"
I need 16GB RAM with 13150 speed - mid range,"**Model:** Corsair CM5S16GM4800A40N2 16GB

**Type:** DDR5

**Speed:** 13150

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** x16
"
I need 16GB RAM with 12750 speed - mid range,"**Model:** Corsair CM5S16GM4800A40K2 16GB

**Type:** DDR5

**Speed:** 12750

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 12750 speed - mid range,"**Model:** Samsung M323R2GA3BB0-CQKOD 16GB

**Type:** DDR5

**Speed:** 12750

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** 
"
I need 16GB RAM with 12450 speed - mid range,"**Model:** Corsair CMTS16GM4800A40T2 16GB

**Type:** DDR5

**Speed:** 12450

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual In-Line
"
I need 8GB RAM with 13000 speed - low range,"**Model:** Crucial Technology CT8G48C40U5.M4A1 8GB

**Type:** DDR5

**Speed:** 13000

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** x16
"
I need 16GB RAM with 17850 speed - mid range,"**Model:** A-DATA Technology AD5U480016G-B 16GB

**Type:** DDR5

**Speed:** 17850

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 21650 speed - low range,"**Model:** Patriot Memory (PDP Systems) 4000 C16 Series 8GB

**Type:** DDR4

**Speed:** 21650

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** PC4-21650U
"
I need 8GB RAM with 23300 speed - low range,"**Model:** G Skill Intl F4-5333C22-8GTRG 8GB

**Type:** DDR4

**Speed:** 23300

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** 2x4GB
"
I need 8GB RAM with 23150 speed - low range,"**Model:** Team Group Inc. TEAMGROUP-UD4-4300 8GB

**Type:** DDR4

**Speed:** 23150

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Unbuffered
"
I need 8GB RAM with 21700 speed - low range,"**Model:** G Skill Intl F4-4600C19-8GTZSWC 8GB

**Type:** DDR4

**Speed:** 21700

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Unbuffered
"
I need 16GB RAM with 22000 speed - mid range,"**Model:** G Skill Intl F4-3600C14-16GTRS 16GB

**Type:** DDR4

**Speed:** 22000

**Capacity (GB):** 16

**Form Factor:** Dual In-Line Memory Module (DIMM)

**DRAM Configuration:** Unbuffered, Non-ECC
"
I need 8GB RAM with 22000 speed - low range,"**Model:** G Skill Intl F4-4500C19-8GTZKKE 8GB

**Type:** DDR4

**Speed:** 22000

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 20800 speed - low range,"**Model:** G Skill Intl F4-4400C16-8GVK 8GB

**Type:** DDR4

**Speed:** 20800

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 22900 speed - mid range,"**Model:** G Skill Intl F4-3600C14-16GTZR 16GB

**Type:** DDR4

**Speed:** 22900

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 20400 speed - low range,"**Model:** G Skill Intl F4-4000C15-8GVK 8GB

**Type:** DDR4

**Speed:** 20400

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** x16
"
I need 16GB RAM with 21200 speed - mid range,"**Model:** G Skill Intl F4-4266C17-16GTZRB 16GB

**Type:** DDR4

**Speed:** 21200

**Capacity (GB):** 16

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 21150 speed - mid range,"**Model:** G Skill Intl F4-4400C17-16GVK 16GB

**Type:** DDR4

**Speed:** 21150

**Capacity (GB):** 16

**Form Factor:** Dual In-Line Memory Module (DIMM)

**DRAM Configuration:** PC4-21300, CAS Latency 17, Burst Length 8
"
I need 8GB RAM with 20300 speed - low range,"**Model:** G Skill Intl F4-4400C16-8GTRS 8GB

**Type:** DDR4

**Speed:** 20300

**Capacity (GB):** 8

**Form Factor:** Dimm

**DRAM Configuration:** 
"
I need 8GB RAM with 20250 speed - low range,"**Model:** G Skill Intl F4-4400C17-8GVK 8GB

**Type:** DDR4

**Speed:** 20250

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 22250 speed - low range,"**Model:** G Skill Intl F4-4000C14-8GTZR 8GB

**Type:** DDR4

**Speed:** 22250

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 23100 speed - low range,"**Model:** Galaxy Microsystems Ltd. GALAX GOC 2016 8GB

**Type:** DDR4

**Speed:** 23100

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Single Channel
"
I need 16GB RAM with 20400 speed - mid range,"**Model:** G Skill Intl F4-4266C17-16GVKB 16GB

**Type:** DDR4

**Speed:** 20400

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 22050 speed - low range,"**Model:** G Skill Intl F4-3600C14-8GVKA 8GB

**Type:** DDR4

**Speed:** 22050

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** XMP
"
I need 16GB RAM with 21700 speed - mid range,"**Model:** G Skill Intl F4-3600C14-16GVKA 16GB

**Type:** DDR4

**Speed:** 21700

**Capacity (GB):** 16

**Form Factor:** DIMM

**DRAM Configuration:** X16
"
I need 16GB RAM with 19850 speed - mid range,"**Model:** G Skill Intl F4-3600C14-16GTRG 16GB

**Type:** DDR4

**Speed:** 19850

**Capacity (GB):** 16

**Form Factor:** Dual Channel

**DRAM Configuration:** XMP
"
I need 8GB RAM with 20800 speed - low range,"**Model:** Crucial Technology BLM8G44C19U4BL.M8FE1 8GB

**Type:** DDR4

**Speed:** 20800

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Single-Channel
"
I need 8GB RAM with 20500 speed - low range,"**Model:** Corsair CMR16GX4M2K4266C19 8GB

**Type:** DDR4

**Speed:** 20500

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 20500 speed - low range,"**Model:** G Skill Intl F4-4600C18-8GTRS 8GB

**Type:** DDR4

**Speed:** 20500

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 20350 speed - low range,"**Model:** G Skill Intl F4-4400C18-8GTRS 8GB

**Type:** DDR4

**Speed:** 20350

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Unbuffered
"
I need 8GB RAM with 20250 speed - low range,"**Model:** Thermaltake Technology Co Ltd CL-W262-CA00SW-A 8GB

**Type:** DDR4

**Speed:** 20250

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Single Rank x16
"
I need 8GB RAM with 22350 speed - low range,"**Model:** G Skill Intl F4-4266C16-8GTZR 8GB

**Type:** DDR4

**Speed:** 22350

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 19800 speed - low range,"**Model:** Corsair CMK16GX4M2K4333C19 8GB

**Type:** DDR4

**Speed:** 19800

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 19650 speed - low range,"**Model:** Corsair CMK16GX4M2G4000C16 8GB

**Type:** DDR4

**Speed:** 19650

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Unbuffered
"
I need 8GB RAM with 21250 speed - low range,"**Model:** G Skill Intl F4-3733C17-8GTZKK 8GB

**Type:** DDR4

**Speed:** 21250

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 20500 speed - low range,"**Model:** G Skill Intl F4-4000C15-8GTRG 8GB

**Type:** DDR4

**Speed:** 20500

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 20200 speed - low range,"**Model:** G Skill Intl F4-4000C17-8GTZRB 8GB

**Type:** DDR4

**Speed:** 20200

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Unbuffered
"
I need 8GB RAM with 19700 speed - low range,"**Model:** G Skill Intl F4-4400C18-8GTZR 8GB

**Type:** DDR4

**Speed:** 19700

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Unbuffered
"
I need 8GB RAM with 22200 speed - low range,"**Model:** G Skill Intl F4-4500C19-8GTZSWE 8GB

**Type:** DDR4

**Speed:** 22200

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Unbuffered, Single Sided
"
I need 8GB RAM with 19650 speed - low range,"**Model:** G Skill Intl F4-4266C19-8GTRG 8GB

**Type:** DDR4

**Speed:** 19650

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 20450 speed - mid range,"**Model:** G Skill Intl F4-3600C14-16GVK 16GB

**Type:** DDR4

**Speed:** 20450

**Capacity (GB):** 16

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 19950 speed - low range,"**Model:** G Skill Intl F4-4000C17-8GVKB 8GB

**Type:** DDR4

**Speed:** 19950

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 19600 speed - low range,"**Model:** G Skill Intl F4-4000C15-8GTZR 8GB

**Type:** DDR4

**Speed:** 19600

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 18500 speed - low range,"**Model:** G Skill Intl F4-4800C19-8GTESC 8GB

**Type:** DDR4

**Speed:** 18500

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 22550 speed - mid range,"**Model:** Corsair CMT32GX4M2Z3600C14 16GB

**Type:** DDR4

**Speed:** 22550

**Capacity (GB):** 16

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 20750 speed - low range,"**Model:** G Skill Intl F4-4000C16-8GTZRA 8GB

**Type:** DDR4

**Speed:** 20750

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Unbuffered Single Sided
"
I need 8GB RAM with 20500 speed - low range,"**Model:** G Skill Intl F4-4400C16-8GTZR 8GB

**Type:** DDR4

**Speed:** 20500

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 20100 speed - low range,"**Model:** Corsair CMK32GX4M4K4266C19 8GB

**Type:** DDR4

**Speed:** 20100

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Single Module
"
I need 16GB RAM with 21000 speed - mid range,"**Model:** Gold Key Technology Co Ltd NMUD416E82-4600C 16GB

**Type:** DDR4

**Speed:** 21000

**Capacity (GB):** 16

**Form Factor:** UDIMM

**DRAM Configuration:** Single Rank x8
"
I need 16GB RAM with 20850 speed - mid range,"**Model:** G Skill Intl F4-4400C17-16GTZR 16GB

**Type:** DDR4

**Speed:** 20850

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 19500 speed - low range,"**Model:** G Skill Intl F4-3800C14-8GTZN 8GB

**Type:** DDR4

**Speed:** 19500

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 19100 speed - mid range,"**Model:** G Skill Intl F4-4000C19-16GTRG 16GB

**Type:** DDR4

**Speed:** 19100

**Capacity (GB):** 16

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 32GB RAM with 19950 speed - high range,"**Model:** G Skill Intl F4-4400C19-32GVK 32GB

**Type:** DDR4

**Speed:** 19950

**Capacity (GB):** 32

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 32GB RAM with 19700 speed - high range,"**Model:** G Skill Intl F4-4000C18-32GTZN 32GB

**Type:** DDR4

**Speed:** 19700

**Capacity (GB):** 32

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 19600 speed - mid range,"**Model:** G Skill Intl F4-3200C14-16GTRG 16GB

**Type:** DDR4

**Speed:** 19600

**Capacity (GB):** 16

**Form Factor:** Dual In-Line Memory Module (DIMM)

**DRAM Configuration:** 
"
I need 8GB RAM with 19200 speed - low range,"**Model:** Thermaltake Technology Co Ltd R021D408GX2-3600C18D 8GB

**Type:** DDR4

**Speed:** 19200

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 18900 speed - low range,"**Model:** G Skill Intl F4-4000C15-8GTRS 8GB

**Type:** DDR4

**Speed:** 18900

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 21100 speed - mid range,"**Model:** Essencore Limited KD4AGU880-36A180C 16GB

**Type:** DDR4

**Speed:** 21100

**Capacity (GB):** 16

**Form Factor:** UDIMM

**DRAM Configuration:** x16
"
I need 8GB RAM with 20650 speed - low range,"**Model:** G Skill Intl F4-3600C16-8GTZSW 8GB

**Type:** DDR4

**Speed:** 20650

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 20600 speed - mid range,"**Model:** Hewlett-Packard 48U45AA# 16GB

**Type:** DDR4

**Speed:** 20600

**Capacity (GB):** 16

**Form Factor:** UDIMM (Unbuffered Dual In-Line Memory Module)

**DRAM Configuration:** Single Rank
"
I need 8GB RAM with 20350 speed - low range,"**Model:** G Skill Intl F4-4400C19-8GTZSW 8GB

**Type:** DDR4

**Speed:** 20350

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 4GB RAM with 20100 speed - low range,"**Model:** Team Group Inc. TEAMGROUP-D4-3866 4GB

**Type:** DDR4

**Speed:** 20100

**Capacity (GB):** 4

**Form Factor:** SO-DIMM

**DRAM Configuration:** Unbuffered Single-Rank
"
I need 8GB RAM with 19800 speed - low range,"**Model:** Corsair CMW32GX4M4K3733C17 8GB

**Type:** DDR4

**Speed:** 19800

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 19550 speed - mid range,"**Model:** G Skill Intl F4-3200C15-16GTZKY 16GB

**Type:** DDR4

**Speed:** 19550

**Capacity (GB):** 16

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 32GB RAM with 21050 speed - high range,"**Model:** G Skill Intl F4-4400C19-32GTZR 32GB

**Type:** DDR4

**Speed:** 21050

**Capacity (GB):** 32

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 20600 speed - mid range,"**Model:** G Skill Intl F4-4000C17-16GVKB 16GB

**Type:** DDR4

**Speed:** 20600

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 4GB RAM with 19950 speed - low range,"**Model:** Corsair CMD8GX4M2B4000C19 4GB

**Type:** DDR4

**Speed:** 19950

**Capacity (GB):** 4

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 19650 speed - low range,"**Model:** Patriot Memory (PDP Systems) 3866 C18 Series 8GB

**Type:** DDR4

**Speed:** 19650

**Capacity (GB):** 8

**Form Factor:** UDIMM

**DRAM Configuration:** 2Rx8
"
I need 16GB RAM with 21950 speed - mid range,"**Model:** Apacer Technology GD2.2229BH.001 16GB

**Type:** DDR4

**Speed:** 21950

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** x1
"
I need 8GB RAM with 19500 speed - low range,"**Model:** Thermaltake Technology Co Ltd RA24D408GX2-4400C19A 8GB

**Type:** DDR4

**Speed:** 19500

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 19300 speed - low range,"**Model:** G Skill Intl F4-4000C17-8GTZR 8GB

**Type:** DDR4

**Speed:** 19300

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** 2x4GB
"
I need 8GB RAM with 19150 speed - low range,"**Model:** Apacer Technology 78.CAGR9.40C0B 8GB

**Type:** DDR4

**Speed:** 19150

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 19000 speed - mid range,"**Model:** Crucial Technology BL16G36C16U4BL.M16FE 16GB

**Type:** DDR4

**Speed:** 19000

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Single Rank, x8
"
I need 16GB RAM with 21000 speed - mid range,"**Model:** Chun Well Technology Holding Limited D4U1636144B 16GB

**Type:** DDR4

**Speed:** 21000

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Single Rank x8
"
I need 16GB RAM with 19600 speed - mid range,"**Model:** Crucial Technology BL16G36C16U4RL.M8FB1 16GB

**Type:** DDR4

**Speed:** 19600

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual In-Line
"
I need 16GB RAM with 19200 speed - mid range,"**Model:** G Skill Intl F4-3600C16-16GTZR 16GB

**Type:** DDR4

**Speed:** 19200

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 18200 speed - mid range,"**Model:** Essencore Limited KD4AGU880-36A180X 16GB

**Type:** DDR4

**Speed:** 18200

**Capacity (GB):** 16

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 19900 speed - low range,"**Model:** Thermaltake Technology Co Ltd R022D408GX2-4600C19A 8GB

**Type:** DDR4

**Speed:** 19900

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** x1
"
I need 8GB RAM with 19250 speed - low range,"**Model:** G Skill Intl F4-3600C16-8GTESC 8GB

**Type:** DDR4

**Speed:** 19250

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** Dual Channel
"
I need 16GB RAM with 19000 speed - mid range,"**Model:** G Skill Intl F4-4000C19-16GTZKK 16GB

**Type:** DDR4

**Speed:** 19000

**Capacity (GB):** 16

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 18950 speed - low range,"**Model:** Kingston KHX4133C19D4/8GX 8GB

**Type:** DDR4

**Speed:** 18950

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 18800 speed - low range,"**Model:** G Skill Intl F4-4000C16-8GVK 8GB

**Type:** DDR4

**Speed:** 18800

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** Dual Channel
"
I need 8GB RAM with 19500 speed - low range,"**Model:** Corsair CMK16GX4M2K4266C19 8GB

**Type:** DDR4

**Speed:** 19500

**Capacity (GB):** 8

**Form Factor:** DIMM

**DRAM Configuration:** x4
"
I need 8GB RAM with 19250 speed - low range,"**Model:** Shanghai Kuxin Microelectronics Ltd NMUD480E82-3600 8GB

**Type:** DDR4

**Speed:** 19250

**Capacity (GB):** 8

**Form Factor:** SO-DIMM

**DRAM Configuration:** 
"
